Player Name,Team,Status,WAR,Base_Value,Contract_Value,Surplus_Value,IDfg,Age_bat,BB%_bat,K%_bat,AVG,OBP,SLG,wOBA,wRC+,EV,Off,BsR,Def,Age_pit,FIP,SIERA,K%_pit,BB%_pit,GB%,FB%,Stuff+,Location+,Pitching+,FBv
Mookie Betts,lad,"$35,000,000",2.1852774242916264,16612927.8,30416667.0,-13803739.2,13611.0,36.0,0.0831579,0.1445028,0.27970755,0.34580845,0.44983172,0.34332186,120.347206,90.39341,17.579489184588923,-3.718170415959321,-11.346818134188652,,,,,,,,,,,
Yoshinobu Yamamoto,lad,,1.5,10939556.25,30166666.0,-19227109.75,33825.0,,,,,,,,,,,,,30.0,4.256663,4.400399,0.20355801,0.07623544,0.4487469,0.3276626,88.32291,100.459366,96.63989,93.313614
Will Smith,lad,,0.7872219962533075,5741239.54,7500000.0,-1758760.46,19197.0,34.0,0.0725039,0.21568923,0.2466542,0.30921027,0.4058105,0.31100935,97.0295,89.73935,1.0291779564648156,-3.9007423957809806,-8.31487812101841,,,,,,,,,,,
Tommy Edman,lad,,0.269472421895369,1965272.48,15650000.0,-13684727.52,19470.0,34.0,0.055212013,0.20644315,0.24473198,0.29564768,0.37334844,0.29379892,84.7555,88.46193,-7.785917235583792,-3.616649763425812,-4.857821390032768,,,,,,,,,,,
Will Smith,lad,,0.1,729303.75,7500000.0,-6770696.25,8048.0,,,,,,,,,,,,,39.0,4.776768,4.2843366,0.1879764,0.06549863,0.38564262,0.3951453,99.748085,101.38782,101.35674,91.89427
Gavin Stone,lad,ARB2,0.1,729303.75,3038765.63,-2309461.88,27792.0,,,,,,,,,,,,,30.0,4.8840275,4.8815737,0.1761102,0.0730261,0.39123905,0.40479946,83.28729,100.93275,95.90153,91.2471
James Outman,lad,ARB3,-2.0034043426163497,0.0,4862025.0,-4862025.0,24770.0,32.0,0.05805429,0.2917547,0.19877128,0.2517147,0.278999,0.2429325,48.099648,85.56803,-33.83945201082927,-1.284321325365454,-3.4108073450624943,,,,,,,,,,,
Declan Cronin,mia,ARB3,0.9,6563733.75,4862025.0,1701708.75,25645.0,,,,,,,,,,,,,31.0,3.952935,3.9884403,0.2242286,0.10202021,0.5356667,0.2651144,105.93683,98.19674,99.955505,95.321724
Adam Mazur,mia,ARB2,0.5,3646518.75,3038765.63,607753.12,31900.0,,,,,,,,,,,,,28.0,4.6980467,4.7089167,0.19891548,0.08200871,0.37359878,0.42511913,87.76327,100.41723,96.921745,91.40172
George Soriano,mia,ARB3,0.4,2917215.0,4862025.0,-1944810.0,21863.0,,,,,,,,,,,,,30.0,4.4096575,3.866652,0.23509926,0.08587633,0.3892631,0.401665,108.10127,100.276,102.17555,94.39081
Anthony Veneziano,mia,ARB2,0.4,2917215.0,3038765.63,-121550.62,27453.0,,,,,,,,,,,,,31.0,4.390629,3.948329,0.22320853,0.09060895,0.43876657,0.3549515,107.72709,99.31689,101.40564,94.275444
Jesus Tinoco,mia,ARB3,0.2,1458607.5,4862025.0,-3403417.5,16300.0,,,,,,,,,,,,,34.0,4.619446,4.2099633,0.20730971,0.08592845,0.42487538,0.36760384,102.41755,99.88546,100.566696,93.33659
Lake Bachar,mia,ARB2,0.2,1458607.5,3038765.63,-1580158.13,19222.0,,,,,,,,,,,,,34.0,4.7207975,4.1269183,0.23002845,0.095789835,0.38429517,0.4108524,107.37016,99.325356,101.53541,94.80698
Valente Bellozo,mia,ARB2,0.2,1458607.5,3038765.63,-1580158.13,23899.0,,,,,,,,,,,,,29.0,4.825422,4.883004,0.18968755,0.07931772,0.3627269,0.42943785,83.887375,101.203384,96.291336,89.9528
Kyle Stowers,mia,ARB3,-4.528821028047116,0.0,4862025.0,-4862025.0,26151.0,31.0,0.0136022745,0.29834202,0.18805185,0.2018944,0.21157473,0.1859579,12.333055,84.05146,-63.02156662650225,-3.7539470242336392,3.4918494522571564,,,,,,,,,,,
Abner Uribe,mil,ARB2,1.4,10210252.5,3369383.33,6840869.18,25327.0,,,,,,,,,,,,,29.0,3.5316265,3.5410194,0.28947982,0.110898376,0.47893333,0.31917846,117.53106,97.4778,102.93503,97.27787
Aaron Ashby,mil,Club,0.6,4375822.5,13000000.0,-8624177.5,23550.0,,,,,,,,,,,,,31.0,4.209496,4.129528,0.22286892,0.1001579,0.49567458,0.30468547,100.92516,98.40383,99.1949,92.7756
Tyler Jay,mil,ARB2,0.5,3646518.75,3038765.63,607753.12,17952.0,,,,,,,,,,,,,35.0,4.3494577,4.1519284,0.19459243,0.08433141,0.5007426,0.29997054,103.12445,100.340546,100.379036,93.48324
Jared Koenig,mil,ARB3,0.3,2187911.25,4862025.0,-2674113.75,27517.0,,,,,,,,,,,,,35.0,4.6014915,4.158253,0.19071442,0.06351139,0.39198303,0.38677377,98.29373,102.30197,101.293594,91.82882
Bryan Hudson,mil,ARB3,0.2,1458607.5,4862025.0,-3403417.5,19924.0,,,,,,,,,,,,,32.0,4.618009,4.096757,0.21369727,0.07394402,0.36797857,0.4156968,102.3145,101.61495,101.95193,93.33393
Tobias Myers,mil,ARB2,-0.1,0.0,3038765.63,-3038765.63,22191.0,,,,,,,,,,,,,30.0,5.0030622,5.0802727,0.17200033,0.07553482,0.37079167,0.42356873,83.75193,101.80168,96.569244,90.322716
Robert Gasser,mil,ARB2,-0.2,0.0,3038765.63,-3038765.63,29812.0,,,,,,,,,,,,,30.0,5.051722,5.12926,0.15920693,0.067149214,0.3729792,0.4159835,81.239006,102.45274,96.078964,89.43881
Christian Yelich,mil,Mutual,-0.2201839337639319,0.0,20000000.0,-20000000.0,11477.0,37.0,0.07109008,0.21034688,0.2444382,0.30573204,0.3805171,0.30184582,89.73972,89.0339,-3.664336733701752,-4.122735990677029,-13.27194795012474,,,,,,,,,,,
Zebby Matthews,min,ARB2,2.6,21149808.75,6979436.89,14170371.86,31827.0,,,,,,,,,,,,,29.0,3.866657,3.886306,0.25053024,0.084312946,0.43870345,0.35722446,98.01976,99.79191,99.522,95.05073
Carlos Correa,min,Vesting,1.837033166171588,13397551.77,25000000.0,-11602448.23,14162.0,34.0,0.07211116,0.17496705,0.268437,0.32785523,0.4365229,0.32988226,111.62517,90.457375,10.695793826405597,-3.690828977851197,-7.903257943689823,,,,,,,,,,,
Ronny Henriquez,min,ARB2,0.6,4375822.5,3038765.63,1337056.88,24094.0,,,,,,,,,,,,,29.0,4.2062435,3.9653363,0.20245603,0.07713484,0.46489266,0.32616857,99.31104,101.026886,100.64202,92.47071
