Avg EV,Bat Ctrl,Fld,Game,Hard Hit%,Hit,Max EV,Name,Org,Pitch Sel,Pos,Raw,Spd,Age,B,Bonus,ETA,FV,Ht,Org Rk,Risk,Sign Mkt,Sign Yr,T,Top 100,Wt,Year,MLB_Debut,Years_Played,Games_Played,WAR_Sum,Years_Before_Debut
,,40.0,50.0,,32.5,,Niko Hulsizer,27,,19,70.0,42.5,23.1,1,,2022,37.5,74.0,43.0,,Draft,,1,,225.0,2020,,0,0,0.0,
,,47.5,42.5,,37.5,,Luke Raley,13,,0,60.0,52.5,26.2,0,,2020,37.5,76.0,43.0,,Draft,,1,,235.0,2020,2021.0,4,310,4.4,
,,45.0,30.0,,35.0,,Roberto Chirinos,18,,33,47.5,42.5,19.8,1,$900k,2022,37.5,71.0,35.0,,J2,2017,1,,180.0,2019,,0,0,0.0,
,,45.0,30.0,,35.0,,Roberto Chirinos,18,,33,47.5,42.5,20.3,1,$900k,2022,37.5,71.0,43.0,,J2,,1,,180.0,2020,,0,0,0.0,
,,45.0,30.0,,35.0,,Roberto Chirinos,18,,33,47.5,42.5,20.7,1,$900k,2022,37.5,71.0,43.0,,J2,2017.0,1,,180.0,2021,,0,0,0.0,
,,47.5,42.5,,32.5,,Jhonkensy Noel,7,,0,60.0,25.0,19.4,1,$100k,2022,37.5,73.0,44.0,,J2,,1,,190.0,2020,2024.0,1,67,0.6,
,,47.5,42.5,,32.5,,Jhonkensy Noel,7,,0,60.0,25.0,19.9,1,$100k,2022,37.5,73.0,48.0,,J2,2017.0,1,,190.0,2021,2024.0,1,67,0.6,7.0
,,47.5,42.5,,32.5,,Jhonkensy Noel,7,,0,60.0,25.0,21.0,1,$100k,2023,42.5,73.0,16.0,,J2,2017.0,1,,190.0,2022,2024.0,1,67,0.6,7.0
,,47.5,42.5,,32.5,,Jhonkensy Noel,7,,0,60.0,25.0,22.0,1,$100k,2023,42.5,76.0,16.0,,J2,2017.0,1,,250.0,2023,2024.0,1,67,0.6,7.0
,,47.5,42.5,,32.5,,Jhonkensy Noel,7,,0,60.0,25.0,23.0,1,$100k,2024,37.5,75.0,35.0,,J2,2017.0,1,,250.0,2024,2024.0,1,67,0.6,7.0
,,40.0,30.0,,55.0,,Cal Stevenson,27,,14,35.0,60.0,23.5,0,$5k,2021,37.5,70.0,44.0,,Draft,,0,,175.0,2020,2022.0,3,47,-0.1,
,,40.0,30.0,,55.0,,Cal Stevenson,27,,14,35.0,60.0,24.7,0,$5k,2022,37.5,70.0,55.0,,Draft,2018.0,0,,175.0,2021,2022.0,3,47,-0.1,4.0
,,52.5,30.0,,40.0,,Angel Solarte,22,,14,37.5,60.0,19.7,1,$300k,2023,37.5,71.0,44.0,,J2,,1,,155.0,2020,,0,0,0.0,
,,52.5,30.0,,40.0,,Angel Solarte,22,,14,37.5,60.0,20.2,1,$300k,2023,37.5,71.0,39.0,,J2,2017.0,1,,155.0,2021,,0,0,0.0,
,,40.0,30.0,,40.0,,Victor Nova,7,,8,47.5,42.5,20.9,0,,2023,37.5,69.0,45.0,,J2,,1,,170.0,2020,,0,0,0.0,
,,45.0,40.0,,37.5,,Johnathan Rodriguez,7,,25,50.0,45.0,21.1,1,$450k,2023,37.5,75.0,46.0,,Draft,,1,,185.0,2020,2024.0,1,13,-0.2,
,,45.0,40.0,,37.5,,Johnathan Rodriguez,7,,25,50.0,45.0,24.7,1,$450k,2024,37.5,73.0,30.0,,Draft,2017.0,1,,224.0,2024,2024.0,1,13,-0.2,7.0
,,45.0,35.0,,50.0,,Yohel Pozo,28,,11,50.0,20.0,23.0,1,$100k,2021,37.5,72.0,37.0,,J2,2013,1,,220.0,2019,2021.0,1,21,-0.1,8.0
,,45.0,35.0,,50.0,,Yohel Pozo,28,,11,50.0,20.0,23.5,1,$100k,2021,37.5,72.0,46.0,,J2,,1,,220.0,2020,2021.0,1,21,-0.1,
,,45.0,35.0,,50.0,,Yohel Pozo,28,,11,50.0,20.0,24.0,1,$100k,2021,37.5,72.0,56.0,,J2,2013.0,1,,220.0,2021,2021.0,1,21,-0.1,8.0
,,45.0,35.0,,50.0,,Yohel Pozo,28,,11,50.0,20.0,25.1,1,$100k,2022,37.5,72.0,33.0,,J2,2013.0,1,,220.0,2022,2021.0,0,0,0.0,
,,47.5,32.5,,40.0,,Cristian Heredia,22,,14,47.5,50.0,19.2,1,$300k,2023,37.5,75.0,55.0,,J2,2017,1,,175.0,2019,,0,0,0.0,
,,47.5,32.5,,40.0,,Cristian Heredia,22,,14,47.5,50.0,19.7,1,$300k,2023,37.5,75.0,46.0,,Draft,,1,,175.0,2020,,0,0,0.0,
,,47.5,32.5,,40.0,,Cristian Heredia,22,,14,47.5,50.0,20.1,1,$300k,2023,37.5,75.0,40.0,,J2,2017.0,1,,175.0,2021,,0,0,0.0,
,,52.5,40.0,,32.5,,James Outman,13,,14,50.0,60.0,23.6,0,$158k,2022,37.5,75.0,46.0,,Draft,,1,,215.0,2020,2022.0,3,208,4.6,
,,52.5,40.0,,32.5,,James Outman,13,,14,50.0,60.0,24.0,0,$158k,2022,40.0,75.0,31.0,,Draft,2018.0,1,,215.0,2021,2022.0,3,208,4.6,4.0
,,52.5,40.0,,32.5,,James Outman,13,,14,50.0,60.0,25.2,0,$158k,2022,40.0,75.0,23.0,,Draft,2018.0,1,,215.0,2022,2022.0,3,208,4.6,4.0
,,52.5,32.5,,42.5,,Alexander Ovalles,28,,0,47.5,30.0,20.2,0,$300k,2024,37.5,72.0,47.0,,J2,,0,,180.0,2020,,0,0,0.0,
,,50.0,35.0,,37.5,,Madison Santos,18,,14,47.5,70.0,21.3,0,$10k,2023,37.5,70.0,48.0,,J2,,1,,165.0,2020,,0,0,0.0,
,,50.0,35.0,,37.5,,Madison Santos,18,,14,47.5,70.0,21.7,0,$10k,2023,37.5,70.0,48.0,,J2,2017.0,1,,165.0,2021,,0,0,0.0,
,,50.0,35.0,,37.5,,Madison Santos,18,,14,47.5,70.0,22.9,0,$10k,2023,37.5,70.0,36.0,,J2,2017.0,1,,165.0,2022,,0,0,0.0,
,,42.5,37.5,,35.0,,Logan Driscoll,27,,11,52.5,30.0,22.4,0,$600k,2023,37.5,73.0,49.0,,Draft,,1,,195.0,2020,2024.0,1,15,0.0,
,,42.5,37.5,,35.0,,Logan Driscoll,27,,11,52.5,30.0,23.6,0,$600k,2023,37.5,73.0,56.0,,Draft,2019.0,1,,195.0,2021,2024.0,1,15,0.0,5.0
,,42.5,37.5,,35.0,,Logan Driscoll,27,,11,52.5,30.0,26.7,0,$600k,2025,37.5,73.0,46.0,,Draft,2019.0,1,,195.0,2024,2024.0,1,15,0.0,5.0
,,47.5,32.5,,45.0,,Frainyer  Chavez,28,,33,40.0,55.0,21.0,2,,2021,37.5,70.0,35.0,,Draft,2018,1,,170.0,2019,,0,0,0.0,
,,47.5,32.5,,45.0,,Frainyer  Chavez,28,,33,40.0,55.0,21.6,2,,2022,37.5,70.0,49.0,,Draft,,1,,170.0,2020,,0,0,0.0,
,,40.0,50.0,,40.0,,Jason Vosler,22,,8,60.0,30.0,26.8,0,$80k,2019,37.5,73.0,48.0,,Draft,2014,1,,190.0,2019,2021.0,4,107,-0.5,7.0
,,40.0,50.0,,40.0,,Jason Vosler,22,,8,60.0,30.0,27.3,0,$80k,2020,37.5,73.0,50.0,,Draft,,1,,205.0,2020,2021.0,4,107,-0.5,
,,40.0,37.5,,35.0,,Sean Guilbe,22,,33,52.5,50.0,20.5,1,$300k,2023,37.5,73.0,49.0,,Draft,2018,1,,190.0,2019,,0,0,0.0,
,,40.0,37.5,,35.0,,Sean Guilbe,22,,33,52.5,50.0,21.0,1,$300k,2023,37.5,73.0,51.0,,Draft,,1,,190.0,2020,,0,0,0.0,
,,40.0,37.5,,35.0,,Sean Guilbe,22,,33,52.5,50.0,21.5,1,$300k,2023,37.5,73.0,36.0,,Draft,2018.0,1,,190.0,2021,,0,0,0.0,
,,50.0,30.0,,32.5,,Dayro Perez,18,,33,40.0,60.0,18.9,1,$350k,2023,37.5,74.0,51.0,,J2,,1,,180.0,2020,,0,0,0.0,
,,50.0,30.0,,32.5,,Dayro Perez,18,,33,40.0,60.0,19.3,1,$350k,2023,37.5,74.0,32.0,,J2,2018.0,1,,180.0,2021,,0,0,0.0,
,,40.0,52.5,,35.0,,Chris Gittens,18,,0,80.0,30.0,26.9,1,$125k,2020,37.5,76.0,52.0,,Draft,,1,,250.0,2020,2021.0,1,16,-0.2,
,,40.0,52.5,,35.0,,Chris Gittens,18,,0,80.0,30.0,27.3,1,$125k,2021,37.5,76.0,46.0,,Draft,2014.0,1,,250.0,2021,2021.0,1,16,-0.2,7.0
90.0,55.0,45.0,57.5,42.0,52.5,113.0,Randy Arozarena,27,50.0,19,60.0,50.0,26.3,1,$1.3M,2021,60.0,71.0,2.0,,J2,2016.0,1,3.0,200.0,2021,2020.0,4,599,11.8,5.0
90.0,55.0,45.0,55.0,43.0,55.0,107.0,Jarred Kelenic,23,55.0,25,60.0,47.5,21.9,0,$4.5M,2021,60.0,73.0,1.0,,Draft,2018.0,0,4.0,190.0,2021,2021.0,4,383,1.1,3.0
89.0,70.0,40.0,47.5,41.0,60.0,102.0,CJ Abrams,22,40.0,6,50.0,80.0,20.7,0,$5.2M,2023,60.0,74.0,1.0,,Draft,2019.0,1,5.0,185.0,2021,2022.0,3,379,3.6,3.0
89.0,70.0,40.0,47.5,41.0,60.0,102.0,CJ Abrams,22,40.0,6,50.0,80.0,21.8,0,$5.2M,2022,60.0,74.0,1.0,,Draft,2019.0,1,16.0,185.0,2022,2022.0,3,379,3.6,3.0
97.0,55.0,40.0,50.0,66.0,47.5,112.0,Spencer Torkelson,9,70.0,0,67.5,40.0,21.8,1,$8.4M,2022,60.0,73.0,1.0,,Draft,2020.0,1,7.0,230.0,2021,2022.0,3,361,0.7,2.0
97.0,55.0,40.0,50.0,66.0,47.5,112.0,Spencer Torkelson,9,70.0,0,67.5,40.0,22.9,1,$8.4M,2022,60.0,73.0,1.0,,Draft,2020.0,1,4.0,230.0,2022,2022.0,3,361,0.7,2.0
90.0,60.0,40.0,42.5,,47.5,105.0,Austin Martin,29,70.0,14,47.5,50.0,22.2,1,$7.0M,2022,55.0,72.0,2.0,,Draft,2020.0,1,40.0,185.0,2021,2024.0,1,93,-0.2,4.0
90.0,45.0,52.5,47.5,45.0,45.0,107.0,Alek Thomas,0,55.0,19,52.5,60.0,21.1,0,$1.2M,2022,55.0,71.0,2.0,,Draft,2018.0,0,41.0,175.0,2021,2022.0,3,277,0.6,4.0
90.0,45.0,52.5,47.5,45.0,45.0,107.0,Alek Thomas,0,55.0,19,52.5,60.0,22.3,0,$1.2M,2022,55.0,71.0,2.0,,Draft,2018.0,0,27.0,175.0,2022,2022.0,3,277,0.6,4.0
,,50.0,42.5,,37.5,,Jasson Domínguez,18,,14,70.0,70.0,18.3,2,$5.1M,2025,50.0,71.0,1.0,,J2,2019.0,1,49.0,215.0,2021,2023.0,2,26,0.2,4.0
,,50.0,42.5,,37.5,,Jasson Domínguez,18,,14,70.0,70.0,19.5,2,$5.1M,2025,50.0,71.0,5.0,,J2,2019.0,1,83.0,215.0,2022,2023.0,2,26,0.2,4.0
,,50.0,42.5,,37.5,,Jasson Domínguez,18,,14,70.0,70.0,20.5,2,$5.1M,2025,50.0,71.0,3.0,,J2,2019.0,1,54.0,215.0,2023,2023.0,2,26,0.2,4.0
,,50.0,42.5,,37.5,,Jasson Domínguez,18,,14,70.0,70.0,21.5,2,$5.1M,2025,50.0,69.0,3.0,,J2,2019.0,1,58.0,210.0,2024,2023.0,1,18,-0.1,5.0
,60.0,37.5,37.5,,42.5,,Tyler Soderstrom,19,60.0,0,55.0,40.0,19.5,0,$3.3M,2025,50.0,74.0,1.0,,Draft,2020.0,1,55.0,200.0,2021,2023.0,2,106,-0.7,3.0
,60.0,37.5,37.5,,42.5,,Tyler Soderstrom,19,60.0,0,55.0,40.0,20.7,0,$3.3M,2025,50.0,74.0,1.0,,Draft,2020.0,1,67.0,205.0,2022,2023.0,2,106,-0.7,3.0
,60.0,37.5,37.5,,42.5,,Tyler Soderstrom,19,60.0,0,55.0,40.0,21.7,0,$3.3M,2024,55.0,73.0,1.0,,Draft,2020.0,1,30.0,205.0,2023,2023.0,2,106,-0.7,3.0
92.0,40.0,42.5,57.5,52.0,35.0,114.0,Nolan Jones,7,80.0,19,70.0,30.0,23.1,0,$2.3M,2021,50.0,76.0,2.0,,Draft,2016.0,1,66.0,220.0,2021,2022.0,3,213,3.1,6.0
91.0,45.0,45.0,47.5,43.0,40.0,107.0,George Valera,7,50.0,25,57.5,47.5,20.6,0,$1.3M,2022,50.0,72.0,3.0,,J2,2017.0,0,67.0,190.0,2021,,0,0,0.0,
91.0,45.0,45.0,47.5,43.0,40.0,107.0,George Valera,7,50.0,25,57.5,47.5,21.7,0,$1.3M,2023,50.0,72.0,6.0,,J2,2017.0,0,109.0,190.0,2022,,0,0,0.0,
91.0,45.0,45.0,47.5,43.0,40.0,107.0,George Valera,7,50.0,25,57.5,47.5,22.7,0,$1.3M,2023,45.0,72.0,8.0,,J2,2017.0,0,,195.0,2023,,0,0,0.0,
91.0,45.0,45.0,47.5,43.0,40.0,107.0,George Valera,7,50.0,25,57.5,47.5,23.7,0,$1.3M,2024,40.0,72.0,18.0,,J2,2017.0,0,,200.0,2024,,0,0,0.0,
87.0,50.0,50.0,42.5,33.0,45.0,112.0,Ha-Seong Kim,22,45.0,33,50.0,55.0,25.6,1,$25.0M,2021,50.0,69.0,4.0,,FA,2020.0,1,68.0,175.0,2021,,0,0,0.0,
92.0,45.0,47.5,45.0,50.0,35.0,109.0,Kristian Robinson,0,50.0,25,65.0,55.0,20.5,1,$2.6M,2022,50.0,75.0,3.0,,J2,2017.0,1,74.0,210.0,2021,,0,0,0.0,
92.0,45.0,47.5,45.0,50.0,35.0,109.0,Kristian Robinson,0,50.0,25,65.0,55.0,21.6,1,$2.6M,2024,45.0,75.0,13.0,,J2,2017.0,1,,190.0,2022,,0,0,0.0,
,,45.0,32.5,,40.0,,Robert Hassell,22,,14,47.5,55.0,19.8,0,$4.3M,2023,50.0,74.0,5.0,,Draft,2020.0,0,75.0,195.0,2021,,0,0,0.0,
,55.0,42.5,42.5,,47.5,,Nick Gonzales,21,50.0,6,55.0,50.0,22.0,1,$5.4M,2023,50.0,70.0,3.0,,Draft,2020.0,1,87.0,190.0,2021,2023.0,2,129,1.3,3.0
,55.0,42.5,42.5,,47.5,,Nick Gonzales,21,50.0,6,55.0,50.0,23.2,1,$5.4M,2023,50.0,70.0,6.0,,Draft,2020.0,1,113.0,195.0,2022,2023.0,2,129,1.3,3.0
,55.0,42.5,42.5,,47.5,,Nick Gonzales,21,50.0,6,55.0,50.0,24.2,1,$5.4M,2023,40.0,70.0,23.0,,Draft,2020.0,1,,195.0,2023,2023.0,2,129,1.3,3.0
86.0,70.0,47.5,25.0,33.0,60.0,102.0,Tyler Freeman,7,30.0,6,42.5,52.5,22.0,1,$817k,2022,50.0,72.0,5.0,,Draft,2017.0,1,91.0,170.0,2021,2022.0,3,206,0.4,5.0
86.0,70.0,47.5,25.0,33.0,60.0,102.0,Tyler Freeman,7,30.0,6,42.5,52.5,23.2,1,$817k,2022,50.0,72.0,7.0,,Draft,2017.0,1,118.0,170.0,2022,2022.0,3,206,0.4,5.0
91.0,,45.0,42.5,,40.0,103.0,Zac Veen,8,,14,60.0,57.5,19.5,0,$5.0M,2025,50.0,76.0,1.0,,Draft,2020.0,1,92.0,190.0,2021,,0,0,0.0,
96.0,60.0,47.5,47.5,,45.0,108.0,Heston Kjerstad,2,45.0,25,57.5,47.5,22.3,2,$5.2M,2024,50.0,75.0,6.0,,Draft,2020.0,1,109.0,215.0,2021,2023.0,2,52,0.4,3.0
96.0,60.0,47.5,47.5,,45.0,108.0,Heston Kjerstad,2,45.0,25,57.5,47.5,23.5,2,$5.2M,2024,45.0,75.0,10.0,,Draft,2020.0,1,,215.0,2022,2023.0,2,52,0.4,3.0
96.0,60.0,47.5,47.5,,45.0,108.0,Heston Kjerstad,2,45.0,25,57.5,47.5,24.5,2,$5.2M,2024,47.5,75.0,7.0,,Draft,2020.0,1,,215.0,2023,2023.0,2,52,0.4,3.0
96.0,60.0,47.5,47.5,,45.0,108.0,Heston Kjerstad,2,45.0,25,57.5,47.5,25.5,2,$5.2M,2024,55.0,75.0,4.0,,Draft,2020.0,1,26.0,220.0,2024,2023.0,1,39,0.3,4.0
,50.0,45.0,42.5,,37.5,,Jordan Walker,25,45.0,8,65.0,35.0,19.0,1,$2.9M,2025,50.0,77.0,4.0,,Draft,2020.0,1,111.0,220.0,2021,2023.0,2,168,-0.2,3.0
,50.0,45.0,42.5,,37.5,,Jordan Walker,25,45.0,8,65.0,35.0,20.2,1,$2.9M,2024,60.0,77.0,1.0,,Draft,2020.0,1,18.0,220.0,2022,2023.0,2,168,-0.2,3.0
91.0,55.0,50.0,37.5,,45.0,107.0,Dillon Dingler,9,50.0,11,50.0,45.0,22.7,1,$2.0M,2023,50.0,75.0,6.0,,Draft,2020.0,1,113.0,210.0,2021,2024.0,1,27,-0.2,4.0
91.0,55.0,50.0,37.5,,45.0,107.0,Dillon Dingler,9,50.0,11,50.0,45.0,23.9,1,$2.0M,2023,50.0,75.0,4.0,,Draft,2020.0,1,117.0,210.0,2022,2024.0,1,27,-0.2,4.0
91.0,55.0,50.0,37.5,,45.0,107.0,Dillon Dingler,9,50.0,11,50.0,45.0,24.9,1,$2.0M,2023,45.0,75.0,7.0,,Draft,2020.0,1,,210.0,2023,2024.0,1,27,-0.2,4.0
91.0,55.0,50.0,37.5,,45.0,107.0,Dillon Dingler,9,50.0,11,50.0,45.0,25.9,1,$2.0M,2024,42.5,75.0,10.0,,Draft,2020.0,1,,210.0,2024,2024.0,1,27,-0.2,4.0
,55.0,45.0,40.0,,32.5,,Reginald Preciado,4,40.0,8,52.5,40.0,18.0,2,$1.3M,2025,50.0,76.0,2.0,,J2,2019.0,1,120.0,189.0,2021,,0,0,0.0,
,55.0,45.0,40.0,,32.5,,Reginald Preciado,4,40.0,8,52.5,40.0,19.2,2,$1.3M,2025,42.5,75.0,15.0,,J2,2019.0,1,,189.0,2022,,0,0,0.0,
88.0,50.0,47.5,42.5,33.0,37.5,103.0,Blake Hunt,27,50.0,11,57.5,35.0,22.6,1,$1.6M,2022,50.0,75.0,12.0,,Draft,2017.0,1,132.0,215.0,2021,,0,0,0.0,
88.0,50.0,47.5,42.5,33.0,37.5,103.0,Blake Hunt,27,50.0,11,57.5,35.0,23.7,1,$1.6M,2022,42.5,75.0,22.0,,Draft,2017.0,1,,215.0,2022,,0,0,0.0,
95.0,60.0,35.0,47.5,62.0,47.5,112.0,Heriberto Hernandez,27,60.0,19,60.0,30.0,21.5,1,$10k,2023,50.0,73.0,13.0,,J2,2017.0,1,136.0,200.0,2021,,0,0,0.0,
95.0,60.0,35.0,47.5,62.0,47.5,112.0,Heriberto Hernandez,27,60.0,19,60.0,30.0,22.6,1,$10k,2023,50.0,73.0,7.0,,J2,2017.0,1,120.0,210.0,2022,,0,0,0.0,
95.0,60.0,35.0,47.5,62.0,47.5,112.0,Heriberto Hernandez,27,60.0,19,60.0,30.0,23.6,1,$10k,2024,42.5,73.0,16.0,,J2,2017.0,1,,210.0,2023,,0,0,0.0,
95.0,60.0,35.0,47.5,62.0,47.5,112.0,Heriberto Hernandez,27,60.0,19,60.0,30.0,24.6,1,$10k,2025,40.0,71.0,30.0,,J2,2017.0,1,,210.0,2024,,0,0,0.0,
88.0,60.0,40.0,40.0,,42.5,107.0,Ryan Vilade,8,50.0,19,57.5,42.5,22.3,1,$1.4M,2022,47.5,74.0,2.0,,Draft,2017.0,1,,225.0,2021,2021.0,2,20,-0.5,4.0
88.0,60.0,40.0,40.0,,42.5,107.0,Ryan Vilade,8,50.0,19,57.5,42.5,23.5,1,$1.4M,2022,37.5,74.0,40.0,,Draft,2017.0,1,,225.0,2022,2021.0,1,17,-0.4,7.0
,60.0,42.5,40.0,,42.5,,Justin Foscue,28,,6,55.0,40.0,22.2,1,$3.3M,2023,47.5,72.0,2.0,,Draft,2020.0,1,,210.0,2021,2024.0,1,15,-0.8,4.0
,60.0,42.5,40.0,,42.5,,Justin Foscue,28,,6,55.0,40.0,23.4,1,$3.3M,2023,45.0,72.0,9.0,,Draft,2020.0,1,,210.0,2022,2024.0,1,15,-0.8,4.0
,60.0,42.5,40.0,,42.5,,Justin Foscue,28,,6,55.0,40.0,24.4,1,$3.3M,2023,50.0,71.0,6.0,,Draft,2020.0,1,118.0,205.0,2023,2024.0,1,15,-0.8,4.0
,60.0,42.5,40.0,,42.5,,Justin Foscue,28,,6,55.0,40.0,25.4,1,$3.3M,2024,45.0,71.0,5.0,,Draft,2020.0,1,,225.0,2024,2024.0,1,15,-0.8,4.0
89.0,,50.0,37.5,,42.5,107.0,Garrett Mitchell,15,,14,60.0,70.0,22.7,0,$3.2M,2022,47.5,75.0,2.0,,Draft,2020.0,1,,215.0,2021,2022.0,3,116,3.0,2.0
89.0,,50.0,37.5,,42.5,107.0,Garrett Mitchell,15,,14,60.0,70.0,23.9,0,$3.2M,2022,47.5,75.0,4.0,,Draft,2020.0,1,,215.0,2022,2022.0,3,116,3.0,2.0
89.0,,50.0,37.5,,42.5,107.0,Garrett Mitchell,15,,14,60.0,70.0,24.9,0,$3.2M,2023,45.0,75.0,6.0,,Draft,2020.0,1,,215.0,2023,2022.0,2,88,2.0,3.0
,50.0,45.0,42.5,,32.5,,Pedro Pineda,19,,25,60.0,55.0,17.7,1,$4.2M,2025,47.5,73.0,3.0,,J2,2021.0,1,,175.0,2021,,0,0,0.0,
,60.0,45.0,30.0,,37.5,,Cristian Hernandez,4,,33,50.0,55.0,17.5,1,$3.0M,2025,47.5,73.0,3.0,,J2,2021.0,1,,170.0,2021,,0,0,0.0,
,60.0,45.0,30.0,,37.5,,Cristian Hernandez,4,,33,50.0,55.0,18.6,1,$3.0M,2025,47.5,74.0,6.0,,J2,2021.0,1,,165.0,2022,,0,0,0.0,
,60.0,45.0,30.0,,37.5,,Cristian Hernandez,4,,33,50.0,55.0,19.6,1,$3.0M,2025,45.0,73.0,13.0,,Intl15,2021.0,1,,165.0,2023,,0,0,0.0,
,35.0,52.5,32.5,,30.0,,Drew Romo,8,,11,57.5,30.0,19.8,2,$2.1M,2025,45.0,73.0,3.0,,Draft,2020.0,1,,205.0,2021,2024.0,1,16,-0.2,4.0
,35.0,52.5,32.5,,30.0,,Drew Romo,8,,11,57.5,30.0,20.9,2,$2.1M,2025,50.0,73.0,2.0,,Draft,2020.0,1,66.0,205.0,2022,2024.0,1,16,-0.2,4.0
,35.0,52.5,32.5,,30.0,,Drew Romo,8,,11,57.5,30.0,21.9,2,$2.1M,2025,42.5,73.0,12.0,,Draft,2020.0,1,,205.0,2023,2024.0,1,16,-0.2,4.0
,35.0,52.5,32.5,,30.0,,Drew Romo,8,,11,57.5,30.0,22.9,2,$2.1M,2025,40.0,71.0,22.0,,Draft,2020.0,1,,205.0,2024,2024.0,1,16,-0.2,4.0
,,50.0,37.5,,37.5,,Jeferson Quero,15,,11,55.0,25.0,18.6,1,$200k,2024,45.0,71.0,3.0,,J2,2019.0,1,,180.0,2021,,0,0,0.0,
,,50.0,37.5,,37.5,,Jeferson Quero,15,,11,55.0,25.0,19.8,1,$200k,2024,45.0,71.0,7.0,,J2,2019.0,1,,190.0,2022,,0,0,0.0,
,,50.0,37.5,,37.5,,Jeferson Quero,15,,11,55.0,25.0,20.8,1,$200k,2024,45.0,71.0,10.0,,J2,2019.0,1,,190.0,2023,,0,0,0.0,
,,50.0,37.5,,37.5,,Jeferson Quero,15,,11,55.0,25.0,21.8,1,$200k,2024,50.0,71.0,3.0,,J2,2019.0,1,41.0,215.0,2024,,0,0,0.0,
,55.0,40.0,40.0,,47.5,,Davis Wendzel,28,55.0,33,55.0,40.0,24.0,1,$1.6M,2023,47.5,72.0,4.0,,Draft,2019.0,1,,206.0,2021,2024.0,1,27,-0.3,5.0
,55.0,40.0,40.0,,47.5,,Davis Wendzel,28,55.0,33,55.0,40.0,25.2,1,$1.6M,2023,37.5,72.0,45.0,,Draft,2019.0,1,,206.0,2022,2024.0,1,27,-0.3,5.0
,55.0,62.5,32.5,,40.0,,Ed Howard,4,50.0,33,42.5,50.0,19.3,1,$3.7M,2024,47.5,74.0,4.0,,Draft,2020.0,1,,185.0,2021,,0,0,0.0,
,55.0,62.5,32.5,,40.0,,Ed Howard,4,50.0,33,42.5,50.0,20.5,1,$3.7M,2024,45.0,73.0,14.0,,Draft,2020.0,1,,195.0,2022,,0,0,0.0,
,,47.5,42.5,,30.0,,Austin Hendrick,6,,25,65.0,47.5,20.0,0,$4.0M,2024,47.5,73.0,5.0,,Draft,2020.0,0,,195.0,2021,,0,0,0.0,
,,47.5,42.5,,30.0,,Austin Hendrick,6,,25,65.0,47.5,21.1,0,$4.0M,2024,42.5,73.0,10.0,,Draft,2020.0,0,,195.0,2022,,0,0,0.0,
,,47.5,42.5,,30.0,,Austin Hendrick,6,,25,65.0,47.5,22.1,0,$4.0M,2024,37.5,73.0,37.0,,Draft,2020.0,0,,195.0,2023,,0,0,0.0,
90.0,55.0,42.5,42.5,42.0,45.0,107.0,Michael Harris II,1,50.0,14,52.5,52.5,20.2,2,$548k,2024,47.5,72.0,5.0,,Draft,2019.0,0,,190.0,2021,2022.0,3,362,11.0,3.0
90.0,55.0,42.5,42.5,42.0,45.0,107.0,Michael Harris II,1,50.0,14,52.5,52.5,21.4,0,$548k,2022,50.0,72.0,1.0,,Draft,2019.0,0,37.0,190.0,2022,2022.0,3,362,11.0,3.0
87.0,55.0,45.0,35.0,,47.5,,Patrick Bailey,24,55.0,11,50.0,30.0,22.0,2,$3.8M,2022,47.5,74.0,6.0,,Draft,2020.0,1,,192.0,2021,2023.0,2,218,7.1,3.0
87.0,55.0,45.0,35.0,,47.5,,Patrick Bailey,24,55.0,11,50.0,30.0,23.2,2,$3.8M,2023,42.5,74.0,14.0,,Draft,2020.0,1,,192.0,2022,2023.0,2,218,7.1,3.0
87.0,55.0,45.0,35.0,,47.5,,Patrick Bailey,24,55.0,11,50.0,30.0,24.2,2,$3.8M,2023,50.0,72.0,3.0,,Draft,2020.0,1,52.0,210.0,2023,2023.0,2,218,7.1,3.0
89.0,50.0,47.5,37.5,,42.5,102.0,Nick Loftin,11,,33,47.5,55.0,22.7,1,$3.0M,2023,45.0,73.0,6.0,,Draft,2020.0,1,,180.0,2021,2023.0,2,76,0.2,3.0
,40.0,60.0,30.0,,37.5,,Pete Crow-Armstrong,17,,14,47.5,60.0,19.2,0,$3.4M,2025,45.0,73.0,6.0,,Draft,2020.0,0,,180.0,2021,2023.0,2,136,2.3,3.0
,55.0,47.5,30.0,,35.0,,Kyren Paris,12,,6,50.0,70.0,19.6,1,$1.4M,2024,45.0,72.0,6.0,,Draft,2019.0,1,,170.0,2021,2023.0,2,36,-0.8,4.0
,55.0,47.5,30.0,,35.0,,Kyren Paris,12,,6,50.0,70.0,20.7,1,$1.4M,2024,40.0,72.0,13.0,,Draft,2019.0,1,,170.0,2022,2023.0,2,36,-0.8,4.0
,45.0,45.0,35.0,,30.0,,Masyn Winn,25,40.0,30,52.5,60.0,19.2,1,$2.1M,2025,45.0,70.0,7.0,,Draft,2020.0,1,,180.0,2021,2023.0,2,187,2.6,3.0
,,40.0,37.5,,30.0,,Jose Salas,14,,33,52.5,55.0,17.6,2,$2.8M,2025,40.0,73.0,26.0,,J2,,1,,150.0,2020,,0,0,0.0,
