Avg EV,Bat Ctrl,Fld,Game,Hard Hit%,Hit,Max EV,Name,Org,Pitch Sel,Pos,Raw,Spd,Age,B,Bonus,ETA,FV,Ht,Org Rk,Risk,Sign Mkt,Sign Yr,T,Top 100,Wt,Year,MLB_Debut,Years_Played,Games_Played,WAR_Sum,Years_Before_Debut
,,52.5,47.5,,50.0,,Ryan O'Hearn,11,,0,55.0,30.0,24.0,0,,2018,40.0,75.0,15.0,,Draft,2014,0,,200.0,2018,2018.0,7,596,1.6,4.0
,,40.0,35.0,,30.0,,Thomas Jones,14,,23,50.0,60.0,19.0,1,,2021,45.0,76.0,4.0,,Draft,2016,1,,195.0,2017,,0,0,0.0,
,,40.0,35.0,,30.0,,Thomas Jones,14,,23,50.0,60.0,20.0,1,,2022,40.0,76.0,25.0,,Draft,2016,1,,195.0,2018,,0,0,0.0,
,,50.0,47.5,,37.5,,Mitch Haniger,23,,23,60.0,60.0,26.0,1,,2016,45.0,74.0,4.0,,Draft,2012,1,,215.0,2017,2017.0,7,712,10.9,5.0
,,50.0,30.0,,32.5,,Luis Garcia,30,,33,47.5,57.5,16.0,0,$2.5M,2022,45.0,72.0,4.0,,J2,2016,1,,180.0,2017,2017.0,8,953,2.2,1.0
,,45.0,35.0,,47.5,,Richard Urena,29,,33,47.5,52.5,21.0,2,,2019,45.0,73.0,4.0,,J2,2013,1,,170.0,2017,2017.0,3,91,-0.4,4.0
,,45.0,35.0,,47.5,,Richard Urena,29,,33,47.5,52.5,22.0,2,,2019,40.0,73.0,15.0,,J2,2013,1,,170.0,2018,2017.0,2,70,-0.2,5.0
,,42.5,42.5,,52.5,,Sam Travis,3,,0,50.0,35.0,23.0,1,,2017,45.0,72.0,4.0,,Draft,2014,1,,210.0,2017,2017.0,3,111,-1.1,3.0
,,42.5,42.5,,52.5,,Sam Travis,3,,0,50.0,35.0,24.0,1,,2018,45.0,72.0,4.0,,Draft,2014,1,,210.0,2018,2017.0,2,78,-0.9,4.0
,,45.0,45.0,,37.5,,Shed Long Jr.,6,,6,55.0,60.0,21.0,0,,2019,50.0,68.0,5.0,,Draft,2013,1,,180.0,2017,2019.0,3,110,-0.3,6.0
,,45.0,45.0,,37.5,,Shed Long Jr.,6,,6,55.0,60.0,22.0,0,,2019,50.0,68.0,8.0,,Draft,2013,1,,180.0,2018,2019.0,3,110,-0.3,6.0
,,52.5,35.0,,55.0,,Ramón Laureano,10,,23,45.0,60.0,22.0,1,,2017,50.0,71.0,5.0,,Draft,2014,1,,185.0,2017,2018.0,7,610,11.9,4.0
,,42.5,50.0,,30.0,,Bobby Bradley,7,,0,60.0,20.0,20.0,0,$913k,2019,45.0,73.0,5.0,,Draft,2014,1,,225.0,2017,2019.0,3,97,-0.5,5.0
,,42.5,50.0,,30.0,,Bobby Bradley,7,,0,60.0,20.0,21.0,0,$913k,2019,50.0,73.0,4.0,,Draft,2014,1,92.0,225.0,2018,2019.0,3,97,-0.5,5.0
,,42.5,50.0,,30.0,,Bobby Bradley,7,,0,60.0,20.0,22.9,0,$913k,2019,40.0,73.0,20.0,,Draft,2014,1,,225.0,2019,2019.0,3,97,-0.5,5.0
,,52.5,42.5,,42.5,,Mike Gerber,9,,23,50.0,50.0,24.0,0,,2018,45.0,74.0,5.0,,Draft,2014,1,,175.0,2017,2018.0,2,30,-1.0,4.0
,,50.0,42.5,,52.5,,Jake Bauers,27,,0,55.0,42.5,21.0,0,,2018,45.0,73.0,5.0,,Draft,2013,0,,200.0,2017,2018.0,5,529,-0.9,5.0
,,45.0,37.5,,45.0,,Carter Kieboom,30,,8,47.5,42.5,19.0,1,,2021,45.0,74.0,5.0,,Draft,2016,1,,190.0,2017,2019.0,4,133,-2.2,3.0
,,45.0,37.5,,45.0,,Carter Kieboom,30,,8,47.5,42.5,20.0,1,,2021,55.0,74.0,2.0,,Draft,2016,1,40.0,190.0,2018,2019.0,4,133,-2.2,3.0
,,52.5,45.0,,52.5,,Ronald Guzmán,28,,0,60.0,30.0,22.0,0,,2018,45.0,78.0,5.0,,J2,2011,0,,230.0,2017,2018.0,5,246,-0.5,7.0
,,52.5,45.0,,52.5,,Ronald Guzmán,28,,0,60.0,30.0,23.0,0,,2018,45.0,78.0,8.0,,J2,2011,0,,230.0,2018,2018.0,5,246,-0.5,7.0
,,40.0,52.5,,45.0,,Trey Mancini,2,,0,60.0,30.0,24.0,1,,2017,45.0,76.0,5.0,,Draft,2013,1,,220.0,2017,2017.0,6,826,6.2,4.0
,,55.0,30.0,,52.5,,Roman Quinn,20,,14,45.0,80.0,23.0,2,,2017,45.0,70.0,5.0,,Draft,2011,1,,170.0,2017,2018.0,5,207,1.3,7.0
,,55.0,30.0,,52.5,,Roman Quinn,20,,14,45.0,80.0,24.0,2,,2018,40.0,70.0,16.0,,Draft,2011,1,,170.0,2018,2018.0,5,207,1.3,7.0
,,47.5,40.0,,35.0,,Bobby Dalbec,3,,8,65.0,40.0,21.0,1,$650k,2019,40.0,76.0,5.0,,Draft,2016,1,,225.0,2017,2020.0,5,331,0.1,4.0
,,47.5,40.0,,35.0,,Bobby Dalbec,3,,8,65.0,40.0,22.0,1,$650k,2021,40.0,76.0,11.0,,Draft,2016,1,,225.0,2018,2020.0,5,331,0.1,4.0
,,47.5,40.0,,35.0,,Bobby Dalbec,3,,8,65.0,40.0,25.0,1,$650k,2020,42.5,76.0,7.0,,Draft,2016,1,,225.0,2019,2020.0,5,331,0.1,4.0
,,47.5,40.0,,35.0,,Bobby Dalbec,3,,8,65.0,40.0,25.5,1,$650k,2020,45.0,76.0,4.0,,Draft,,1,,225.0,2020,2020.0,5,331,0.1,
,,47.5,40.0,,35.0,,Bobby Dalbec,3,,8,65.0,40.0,25.9,1,$650k,2021,45.0,76.0,10.0,,Draft,2016.0,1,,225.0,2021,2020.0,4,308,-0.7,5.0
,,47.5,35.0,,50.0,,Domingo Leyba,0,,6,40.0,47.5,21.0,-1,,2018,40.0,,5.0,,J2,2012,-1,,,2017,2019.0,2,55,-0.8,7.0
,,47.5,35.0,,50.0,,Domingo Leyba,0,,6,40.0,47.5,22.0,2,,2019,40.0,69.0,12.0,,J2,2012,1,,160.0,2018,2019.0,2,55,-0.8,7.0
,,47.5,35.0,,50.0,,Domingo Leyba,0,,6,40.0,47.5,24.8,2,,2019,40.0,69.0,13.0,,J2,2012,1,,160.0,2019,2019.0,2,55,-0.8,7.0
,,47.5,35.0,,50.0,,Domingo Leyba,0,,6,40.0,47.5,25.3,2,,2020,40.0,69.0,26.0,,J2,,1,,160.0,2020,2019.0,1,34,-1.0,
,,47.5,42.5,,30.0,,Will Benson,7,,23,62.5,47.5,18.0,0,,2021,45.0,77.0,6.0,,Draft,2016,0,,215.0,2017,2022.0,3,264,0.8,6.0
,,60.0,35.0,,47.5,,Albert Almora Jr.,4,,14,50.0,55.0,22.0,1,,2017,45.0,74.0,6.0,,Draft,2012,1,,200.0,2017,2017.0,6,553,1.9,5.0
,,47.5,35.0,,30.0,,Taylor Trammell,6,,23,47.5,70.0,19.0,0,$3.2M,2021,45.0,74.0,6.0,,Draft,2016,0,,195.0,2017,2021.0,4,126,0.5,5.0
,,47.5,35.0,,30.0,,Taylor Trammell,6,,23,47.5,70.0,20.0,0,$3.2M,2021,50.0,74.0,3.0,,Draft,2016,0,57.0,195.0,2018,2021.0,4,126,0.5,5.0
,,47.5,32.5,,35.0,,Wander Javier,16,,33,40.0,57.5,17.0,1,$4.0M,2022,45.0,73.0,6.0,,J2,2016,1,,165.0,2017,,0,0,0.0,
,,47.5,32.5,,35.0,,Wander Javier,16,,33,40.0,57.5,19.0,1,$4.0M,2022,45.0,73.0,7.0,,J2,2015,1,,165.0,2018,,0,0,0.0,
,,47.5,32.5,,35.0,,Wander Javier,16,,33,40.0,57.5,21.5,1,$4.0M,2022,47.5,73.0,5.0,,J2,2015,1,,165.0,2019,,0,0,0.0,
,,47.5,32.5,,35.0,,Wander Javier,16,,33,40.0,57.5,22.0,1,$4.0M,2022,42.5,73.0,12.0,,J2,,1,,185.0,2020,,0,0,0.0,
,,47.5,32.5,,35.0,,Wander Javier,16,,33,40.0,57.5,22.4,1,$4.0M,2022,37.5,73.0,36.0,,J2,2015.0,1,,185.0,2021,,0,0,0.0,
,,45.0,37.5,,32.5,,Josh Lowe,27,,14,55.0,60.0,19.0,0,$2.6M,2021,45.0,76.0,6.0,,Draft,2016,1,,190.0,2017,2021.0,4,295,5.3,5.0
,,45.0,37.5,,32.5,,Josh Lowe,27,,14,55.0,60.0,20.0,0,$2.6M,2021,45.0,76.0,10.0,,Draft,2016,1,,190.0,2018,2021.0,4,295,5.3,5.0
,,45.0,37.5,,32.5,,Josh Lowe,27,,14,55.0,60.0,22.4,0,$2.6M,2021,45.0,76.0,15.0,,Draft,2016,1,,190.0,2019,2021.0,4,295,5.3,5.0
,,45.0,37.5,,32.5,,Josh Lowe,27,,14,55.0,60.0,22.9,0,$2.6M,2021,50.0,76.0,4.0,,Draft,,1,60.0,190.0,2020,2021.0,4,295,5.3,
,,45.0,37.5,,32.5,,Josh Lowe,27,,14,55.0,60.0,23.3,0,$2.6M,2022,50.0,76.0,5.0,,Draft,2016.0,1,54.0,205.0,2021,2021.0,4,295,5.3,5.0
,,45.0,37.5,,32.5,,Josh Lowe,27,,14,55.0,60.0,24.5,0,$2.6M,2022,45.0,76.0,10.0,,Draft,2016.0,1,,205.0,2022,2021.0,3,293,5.2,6.0
,,52.5,35.0,,45.0,,Jose Trevino,28,,11,45.0,30.0,24.0,1,,2018,45.0,70.0,6.0,,Draft,2014,1,,195.0,2017,2018.0,7,400,6.6,4.0
,,52.5,35.0,,45.0,,Jose Trevino,28,,11,45.0,30.0,25.0,1,,2018,40.0,70.0,20.0,,Draft,2014,1,,195.0,2018,2018.0,7,400,6.6,4.0
,,37.5,42.5,,42.5,,Desmond Lindsay,17,,23,55.0,57.5,20.0,1,$1.1M,2020,45.0,72.0,6.0,,Draft,2015,1,,200.0,2017,,0,0,0.0,
,,37.5,42.5,,42.5,,Desmond Lindsay,17,,23,55.0,57.5,21.0,1,$1.1M,2020,45.0,72.0,8.0,,Draft,2015,1,,200.0,2018,,0,0,0.0,
,,52.5,35.0,,40.0,,C.J. Chatham,3,,33,45.0,50.0,22.0,1,,2019,40.0,75.0,6.0,,Draft,2016,1,,185.0,2017,,0,0,0.0,
,,52.5,35.0,,40.0,,C.J. Chatham,3,,33,45.0,50.0,23.0,1,,2020,40.0,75.0,13.0,,Draft,2016,1,,185.0,2018,,0,0,0.0,
,,52.5,35.0,,40.0,,C.J. Chatham,3,,33,45.0,50.0,25.5,1,,2020,40.0,75.0,12.0,,Draft,2016,1,,185.0,2019,,0,0,0.0,
,,52.5,35.0,,40.0,,C.J. Chatham,3,,33,45.0,50.0,26.0,1,,2020,40.0,75.0,21.0,,Draft,,1,,185.0,2020,,0,0,0.0,
,,45.0,45.0,,35.0,,Anfernee Grier,0,,14,52.5,60.0,,-1,,2019,40.0,,6.0,,Draft,2016,-1,,,2017,,0,0,0.0,
,,50.0,35.0,,40.0,,Cole Tucker,21,,33,45.0,52.5,20.0,2,,2020,45.0,75.0,7.0,,Draft,2014,1,,185.0,2017,2019.0,6,184,-2.3,5.0
,,50.0,35.0,,40.0,,Cole Tucker,21,,33,45.0,52.5,21.0,2,,2020,50.0,75.0,5.0,,Draft,2014,1,74.0,185.0,2018,2019.0,6,184,-2.3,5.0
,,50.0,35.0,,40.0,,Cole Tucker,21,,33,45.0,52.5,23.9,2,,2020,50.0,75.0,5.0,,Draft,2014,1,83.0,185.0,2019,2019.0,6,184,-2.3,5.0
,,45.0,40.0,,37.5,,Nolan Jones,7,,8,55.0,35.0,18.0,0,$2.3M,2020,45.0,75.0,7.0,,Draft,2016,1,,195.0,2017,2022.0,3,213,3.1,6.0
,,45.0,40.0,,37.5,,Nolan Jones,7,,8,55.0,35.0,19.0,0,$2.3M,2021,45.0,76.0,6.0,,Draft,2016,1,,220.0,2018,2022.0,3,213,3.1,6.0
,,45.0,40.0,,37.5,,Nolan Jones,7,,8,55.0,35.0,20.9,0,$2.3M,2021,50.0,76.0,1.0,,Draft,2016,1,65.0,220.0,2019,2022.0,3,213,3.1,6.0
,,45.0,40.0,,37.5,,Nolan Jones,7,,8,55.0,35.0,22.6,0,$2.3M,2021,50.0,76.0,1.0,,Draft,,1,54.0,220.0,2020,2022.0,3,213,3.1,
,,57.5,25.0,,35.0,,Dixon Machado,9,,33,30.0,50.0,24.0,1,,2017,45.0,73.0,7.0,,J2,2008,1,,170.0,2017,2017.0,3,145,-1.0,9.0
,,45.0,40.0,,30.0,,Khalil Lee,11,,23,55.0,45.0,18.0,0,$750k,2021,45.0,70.0,7.0,,Draft,2016,0,,182.0,2017,2021.0,2,13,-0.5,5.0
,,45.0,35.0,,32.5,,Pedro Gonzalez,8,,14,50.0,40.0,19.0,1,$1.3M,2020,45.0,77.0,7.0,,J2,2014,1,,190.0,2017,,0,0,0.0,
,,42.5,45.0,,42.5,,Derek Fisher,10,,23,60.0,70.0,23.0,0,,2017,45.0,75.0,7.0,,Draft,2014,1,,207.0,2017,2017.0,5,172,-0.3,3.0
,,30.0,47.5,,47.5,,Daniel Vogelbach,23,,0,60.0,20.0,24.0,0,,2017,45.0,72.0,7.0,,Draft,2011,1,,250.0,2017,2017.0,8,594,2.0,6.0
,,30.0,47.5,,47.5,,Daniel Vogelbach,23,,0,60.0,20.0,25.0,0,,2018,40.0,72.0,12.0,,Draft,2011,1,,250.0,2018,2017.0,7,578,2.3,7.0
,,52.5,25.0,,45.0,,Andrew Stevenson,30,,23,50.0,70.0,22.0,0,,2018,45.0,72.0,7.0,,Draft,2015,0,,185.0,2017,2017.0,6,273,0.5,2.0
,,52.5,25.0,,45.0,,Andrew Stevenson,30,,23,50.0,70.0,23.0,0,,2018,40.0,72.0,11.0,,Draft,2015,0,,185.0,2018,2017.0,5,236,0.7,3.0
,,47.5,42.5,,45.0,,Lourdes Gurriel Jr.,29,,36,52.5,50.0,23.0,1,,2017,45.0,75.0,7.0,,Draft,2016,1,,185.0,2017,2018.0,7,746,10.3,2.0
,,47.5,42.5,,45.0,,Lourdes Gurriel Jr.,29,,36,52.5,50.0,24.0,1,,2018,40.0,75.0,13.0,,Draft,2016,1,,185.0,2018,2018.0,7,746,10.3,2.0
,,52.5,30.0,,45.0,,Erik González,7,,36,47.5,52.5,25.0,1,,2017,45.0,73.0,8.0,,J2,2008,1,,195.0,2017,2017.0,6,331,-0.4,9.0
,,45.0,35.0,,47.5,,Eliezer Alvarez,26,,6,47.5,55.0,22.0,0,,2019,45.0,71.0,8.0,,J2,2011,1,,175.0,2017,,0,0,0.0,
,,47.5,37.5,,35.0,,Chris Okey,6,,11,50.0,40.0,22.0,1,,2019,45.0,71.0,8.0,,Draft,2016,1,,200.0,2017,2022.0,2,9,-0.2,6.0
,,47.5,37.5,,35.0,,Chris Okey,6,,11,50.0,40.0,23.0,1,,2019,40.0,71.0,25.0,,Draft,2016,1,,200.0,2018,2022.0,2,9,-0.2,6.0
,,45.0,37.5,,50.0,,Sandro Fabian,24,,23,45.0,42.5,18.0,-1,,2020,45.0,,8.0,,J2,2014,-1,,,2017,2024.0,1,3,-0.1,10.0
,,52.5,42.5,,47.5,,Teoscar Hernández,10,,23,50.0,55.0,24.0,1,,2017,45.0,74.0,8.0,,J2,2010,1,,180.0,2017,2017.0,8,924,16.7,7.0
,,52.5,35.0,,42.5,,Andrew Toles,13,,14,50.0,70.0,24.0,0,,2016,45.0,70.0,8.0,,Draft,2012,1,,185.0,2017,2017.0,2,48,0.5,5.0
,,47.5,30.0,,37.5,,Lucius Fox,27,,33,35.0,70.0,19.0,2,$6.0M,2021,45.0,73.0,8.0,,J2,2015,1,,175.0,2017,2022.0,1,10,-0.6,7.0
,,47.5,30.0,,37.5,,Lucius Fox,27,,33,35.0,70.0,20.0,2,$6.0M,2021,45.0,73.0,15.0,,J2,2015,1,,175.0,2018,2022.0,1,10,-0.6,7.0
,,47.5,30.0,,37.5,,Lucius Fox,27,,33,35.0,70.0,22.9,2,$6.0M,2021,47.5,73.0,11.0,,J2,2015,1,,175.0,2019,2022.0,1,10,-0.6,7.0
,,47.5,30.0,,37.5,,Lucius Fox,27,,33,35.0,70.0,22.7,2,$6.0M,2021,40.0,73.0,27.0,,Draft,,1,,175.0,2020,2022.0,1,10,-0.6,
,,47.5,37.5,,45.0,,Tomás Nido,17,,11,50.0,20.0,22.0,1,,2018,45.0,72.0,8.0,,Draft,2012,1,,205.0,2017,2017.0,8,323,0.7,5.0
,,47.5,37.5,,45.0,,Tomás Nido,17,,11,50.0,20.0,23.0,1,,2018,45.0,72.0,3.0,,Draft,2012,1,,210.0,2018,2017.0,7,318,0.7,6.0
,,42.5,52.5,,45.0,,Rowdy Tellez,29,,0,60.0,35.0,22.0,0,,2017,45.0,76.0,8.0,,Draft,2013,0,,220.0,2017,2018.0,7,666,-0.2,5.0
,,42.5,52.5,,45.0,,Rowdy Tellez,29,,0,60.0,35.0,23.0,0,,2019,40.0,76.0,14.0,,Draft,2013,0,,220.0,2018,2018.0,7,666,-0.2,5.0
,,42.5,52.5,,45.0,,Rowdy Tellez,29,,0,60.0,35.0,25.2,0,,2019,40.0,76.0,17.0,,Draft,2013,0,,220.0,2019,2018.0,6,643,-0.6,6.0
,,65.0,20.0,,30.0,,Derek Hill,9,,23,30.0,70.0,20.0,1,,2021,40.0,74.0,8.0,,Draft,2014,1,,195.0,2017,2020.0,5,161,0.4,6.0
,,47.5,40.0,,35.0,,Isael Soto,14,,25,60.0,47.5,20.0,0,,2019,40.0,72.0,8.0,,J2,2013,0,,180.0,2017,,0,0,0.0,
,,47.5,32.5,,52.5,,Ben Gamel,23,,23,45.0,55.0,24.0,0,,2017,40.0,70.0,8.0,,Draft,2010,1,,170.0,2017,2017.0,8,690,2.5,7.0
,,47.5,42.5,,35.0,,Sheldon Neuse,30,,8,55.0,40.0,22.0,1,$900k,2019,40.0,72.0,8.0,,Draft,2016,1,,195.0,2017,2019.0,3,147,-1.1,3.0
,,52.5,42.5,,42.5,,Austin Hays,2,,23,47.5,55.0,21.0,1,,2020,40.0,72.0,8.0,,Draft,2016,1,,205.0,2017,2017.0,7,579,7.0,1.0
,,42.5,45.0,,45.0,,Rhys Hoskins,20,,0,60.0,30.0,24.0,1,,2018,45.0,76.0,9.0,,Draft,2014,1,,225.0,2017,2017.0,7,798,11.9,3.0
,,40.0,45.0,,47.5,,Will Craig,21,,17,55.0,30.0,22.0,1,,2019,45.0,75.0,9.0,,Draft,2016,1,,235.0,2017,2020.0,2,20,-0.6,4.0
,,40.0,45.0,,47.5,,Will Craig,21,,17,55.0,30.0,22.0,1,,2019,40.0,75.0,20.0,,Draft,2016,1,,235.0,2018,2020.0,2,20,-0.6,4.0
,,45.0,35.0,,40.0,,Yu Chang,7,,18,52.5,50.0,21.0,1,,2019,45.0,73.0,9.0,,J2,2012,1,,175.0,2017,2019.0,5,235,1.0,7.0
,,62.5,27.5,,30.0,,Magneuris Sierra,26,,23,40.0,70.0,20.0,0,,2020,45.0,71.0,9.0,,J2,2012,0,,160.0,2017,2017.0,6,278,-1.1,5.0
,,42.5,35.0,,57.5,,Mark Zagunis,4,,23,50.0,50.0,23.0,1,,2017,45.0,72.0,9.0,,Draft,2014,1,,212.0,2017,2017.0,3,42,-0.3,3.0
,,42.5,35.0,,57.5,,Mark Zagunis,4,,23,50.0,50.0,24.0,1,,2018,40.0,72.0,20.0,,Draft,2014,1,,215.0,2018,2017.0,2,35,-0.1,4.0
,,45.0,40.0,,40.0,,Jeisson Rosario,22,,23,45.0,55.0,17.0,0,$1.9M,2021,45.0,71.0,9.0,,J2,2016,0,,170.0,2017,,0,0,0.0,
,,42.5,30.0,,37.5,,Meibrys Viloria,11,,11,50.0,20.0,19.0,0,,2020,45.0,71.0,9.0,,J2,2013,1,,200.0,2017,2018.0,5,103,-0.4,5.0
,,42.5,30.0,,37.5,,Meibrys Viloria,11,,11,50.0,20.0,21.0,0,,2021,40.0,71.0,14.0,,J2,2013,1,,200.0,2018,2018.0,5,103,-0.4,5.0
,,42.5,30.0,,37.5,,Meibrys Viloria,11,,11,50.0,20.0,23.3,0,,2019,40.0,71.0,12.0,,J2,2013,1,,200.0,2019,2018.0,4,93,-0.5,6.0
,,55.0,35.0,,47.5,,TJ Friedl,6,,14,47.5,70.0,21.0,0,$733k,2019,45.0,70.0,9.0,,Draft,2016,0,,170.0,2017,2021.0,4,309,5.2,5.0
,,55.0,35.0,,47.5,,TJ Friedl,6,,14,47.5,70.0,22.0,0,$733k,2019,45.0,70.0,15.0,,Draft,2016,0,,170.0,2018,2021.0,4,309,5.2,5.0
,,55.0,35.0,,47.5,,TJ Friedl,6,,14,47.5,70.0,24.8,0,$733k,2019,40.0,70.0,12.0,,Draft,2016,0,,170.0,2019,2021.0,4,309,5.2,5.0
,,55.0,35.0,,47.5,,TJ Friedl,6,,14,47.5,70.0,25.3,0,$733k,2020,40.0,70.0,17.0,,Draft,,0,,180.0,2020,2021.0,4,309,5.2,
,,55.0,35.0,,47.5,,TJ Friedl,6,,14,47.5,70.0,25.8,0,$733k,2021,40.0,70.0,23.0,,UDFA,2016.0,0,,180.0,2021,2021.0,4,309,5.2,5.0
,,55.0,35.0,,47.5,,TJ Friedl,6,,14,47.5,70.0,27.0,0,$733k,2022,40.0,70.0,30.0,,UDFA,2016.0,0,,180.0,2022,2021.0,3,295,5.1,6.0
,,40.0,35.0,,32.5,,Ben Rortvedt,16,,11,52.5,25.0,19.0,0,$900k,2021,45.0,70.0,9.0,,Draft,2016,1,,190.0,2017,2021.0,3,183,1.7,5.0
,,40.0,35.0,,32.5,,Ben Rortvedt,16,,11,52.5,25.0,22.7,0,$900k,2021,40.0,70.0,17.0,,Draft,2016,1,,190.0,2019,2021.0,3,183,1.7,5.0
,,40.0,35.0,,32.5,,Ben Rortvedt,16,,11,52.5,25.0,23.2,0,$900k,2021,40.0,70.0,22.0,,Draft,,1,,205.0,2020,2021.0,3,183,1.7,
,,40.0,35.0,,32.5,,Ben Rortvedt,16,,11,52.5,25.0,23.7,0,$900k,2021,40.0,70.0,24.0,,Draft,2016.0,1,,215.0,2021,2021.0,3,183,1.7,5.0
,,40.0,50.0,,37.5,,Tom Murphy,8,,11,60.0,25.0,25.0,1,,2015,45.0,73.0,9.0,,Draft,2012,1,,220.0,2017,2017.0,7,296,4.6,5.0
,,52.5,32.5,,45.0,,Gilberto Celestino,10,,23,45.0,57.5,18.0,1,$2.3M,2020,45.0,72.0,9.0,,J2,2015,0,,170.0,2017,2021.0,2,145,-0.7,6.0
,,52.5,32.5,,45.0,,Gilberto Celestino,10,,23,45.0,57.5,19.0,1,$2.3M,2020,40.0,72.0,10.0,,J2,2015,0,,170.0,2018,2021.0,2,145,-0.7,6.0
,,47.5,35.0,,40.0,,Yusniel Díaz,13,,14,50.0,52.5,20.0,1,$15.5M,2019,45.0,73.0,9.0,,J2,2015,1,,195.0,2017,2022.0,1,1,0.0,7.0
,,45.0,35.0,,40.0,,Trent Grisham,15,,23,47.5,52.5,20.0,0,,2020,45.0,72.0,9.0,,Draft,2015,0,,205.0,2017,2019.0,6,623,9.7,4.0
,,45.0,35.0,,40.0,,Trent Grisham,15,,23,47.5,52.5,21.0,0,,2020,50.0,72.0,6.0,,Draft,2015,0,,205.0,2018,2019.0,6,623,9.7,4.0
,,45.0,35.0,,40.0,,Trent Grisham,15,,23,47.5,52.5,23.6,0,,2020,40.0,72.0,14.0,,Draft,2015,0,,205.0,2019,2019.0,6,623,9.7,4.0
,,42.5,47.5,,42.5,,Casey Gillaspie,27,,0,60.0,20.0,24.0,2,,2017,45.0,76.0,9.0,,Draft,2014,0,,240.0,2017,,0,0,0.0,
,,47.5,35.0,,50.0,,Andy Ibáñez,28,,6,45.0,45.0,24.0,1,,2018,45.0,70.0,9.0,,J2,2015,1,,170.0,2017,2021.0,4,329,3.3,6.0
,,42.5,42.5,,47.5,,Brandon Nimmo,17,,23,50.0,55.0,23.0,0,,2017,45.0,75.0,9.0,,Draft,2011,1,,205.0,2017,2017.0,8,879,24.5,6.0
,,42.5,45.0,,35.0,,Josh Ockimey,3,,0,60.0,30.0,21.0,0,,2020,40.0,73.0,9.0,,Draft,2014,1,,215.0,2017,,0,0,0.0,
,,42.5,45.0,,35.0,,Josh Ockimey,3,,0,60.0,30.0,22.0,0,,2020,40.0,73.0,12.0,,Draft,2014,1,,215.0,2018,,0,0,0.0,
,,50.0,20.0,,42.5,,José Azocar,9,,23,30.0,60.0,20.0,1,,2020,40.0,71.0,9.0,,J2,2012,1,,175.0,2017,2022.0,3,214,0.6,10.0
,,50.0,30.0,,40.0,,JT Riddle,14,,33,40.0,55.0,25.0,0,,2017,40.0,75.0,9.0,,Draft,2013,1,,180.0,2017,2017.0,6,252,-0.4,4.0
,,55.0,30.0,,47.5,,Guillermo Heredia,23,,23,40.0,55.0,26.0,1,,2017,40.0,70.0,9.0,,Draft,2016,0,,180.0,2017,2017.0,6,546,3.7,1.0
,,42.5,32.5,,30.0,,Nonie Williams,12,,33,50.0,60.0,18.0,2,,2021,40.0,74.0,9.0,,Draft,2016,1,,190.0,2017,,0,0,0.0,
,,35.0,42.5,,30.0,,Jomar Reyes,2,,8,65.0,35.0,20.0,1,,2020,40.0,75.0,9.0,,J2,2013,1,,220.0,2017,,0,0,0.0,
,,35.0,42.5,,30.0,,Jomar Reyes,2,,8,65.0,35.0,21.0,1,,2020,40.0,75.0,20.0,,J2,2013,1,,220.0,2018,,0,0,0.0,
,,50.0,30.0,,40.0,,Cristian Pache,1,,14,40.0,70.0,18.0,1,$1.4M,2020,50.0,74.0,10.0,,J2,2015,1,,185.0,2017,2020.0,5,251,-1.3,5.0
,,50.0,30.0,,40.0,,Cristian Pache,1,,14,40.0,70.0,18.0,1,$1.4M,2020,55.0,74.0,5.0,,J2,2015,1,37.0,185.0,2018,2020.0,5,251,-1.3,5.0
,,50.0,30.0,,40.0,,Cristian Pache,1,,14,40.0,70.0,21.6,1,$1.4M,2021,55.0,74.0,1.0,,J2,2015,1,19.0,185.0,2019,2020.0,5,251,-1.3,5.0
,,50.0,30.0,,40.0,,Cristian Pache,1,,14,40.0,70.0,21.2,1,$1.4M,2021,60.0,74.0,1.0,,J2,,1,20.0,185.0,2020,2020.0,5,251,-1.3,
,,50.0,30.0,,40.0,,Cristian Pache,1,,14,40.0,70.0,22.5,1,$1.4M,2021,60.0,74.0,1.0,,J2,2015.0,1,10.0,215.0,2021,2020.0,4,249,-1.3,6.0
,,42.5,55.0,,35.0,,Dylan Cozens,20,,23,70.0,35.0,22.0,0,,2018,45.0,78.0,10.0,,Draft,2012,0,,235.0,2017,2018.0,2,27,-0.1,6.0
,,42.5,55.0,,35.0,,Dylan Cozens,20,,23,70.0,35.0,23.0,0,,2018,40.0,78.0,23.0,,Draft,2012,0,,235.0,2018,2018.0,2,27,-0.1,6.0
,,50.0,35.0,,47.5,,Alen Hanson,21,,6,40.0,60.0,24.0,2,,2017,45.0,71.0,10.0,,J2,2009,1,,175.0,2017,2017.0,3,234,-0.7,8.0
,,45.0,35.0,,37.5,,Edmundo Sosa,26,,33,47.5,45.0,20.0,1,$425k,2019,45.0,71.0,10.0,,J2,2012,1,,170.0,2017,2018.0,6,396,5.6,6.0
,,42.5,42.5,,50.0,,Jorge Bonifacio,11,,23,50.0,35.0,23.0,1,,2017,45.0,74.0,10.0,,J2,2009,1,,220.0,2017,2017.0,5,224,0.4,8.0
,,47.5,42.5,,45.0,,Mitch Garver,16,,11,50.0,20.0,25.0,1,,2017,45.0,73.0,10.0,,Draft,2013,1,,220.0,2017,2017.0,8,565,8.3,4.0
